abd,C_ach,C_akw,C_ata,C_kma,C_oro,C_pad,C_paj,C_pal,age,fthr_ed,mthr_ed,orphan96,hh_fthr_frm,hh_size96,educ,distress,log.wage
0,0,0,0,0,0,0,1,0,14,10,0,0,1,5,8,0,0
1,0,0,0,0,0,0,1,0,18,7,4,0,1,7,3,6.333333492,6.726632978
0,0,0,0,0,0,0,1,0,20,4,0,0,1,12,7,5.333333492,6.726632978
0,0,0,0,0,0,0,1,0,30,4,0,1,0,8,9,4.666666508,6.908754779
1,0,0,0,0,0,0,1,0,17,4,10,0,1,7,5,5.333333492,0
0,0,0,0,0,0,0,1,0,18,15,0,0,0,3,7,4.333333492,6.908754779
1,0,0,0,0,0,0,1,0,16,4,0,0,1,10,9,3,0
0,0,0,0,0,0,0,1,0,23,10,0,0,1,9,13,4.666666508,6.908754779
1,0,0,0,0,0,0,1,0,18,15,10,0,0,8,9,9,0
1,0,0,0,0,0,1,0,0,22,12,0,0,0,15,10,4,0
1,0,0,0,0,0,1,0,0,28,7,0,0,1,5,6,10.33333302,6.034683642
1,0,0,0,0,0,1,0,0,22,15,7,0,0,5,13,4.666666508,8.987321813
0,0,0,0,0,0,1,0,0,17,10,0,0,1,8,9,2.333333254,0
0,0,0,0,0,0,1,0,0,21,10,0,0,0,7,11,5.333333492,0
1,0,0,0,0,0,1,0,0,20,10,0,0,1,4,8,2.666666746,8.517393171
1,0,0,0,0,0,1,0,0,25,0,0,0,1,5,3,6,7.39387829
1,0,0,0,0,0,1,0,0,17,4,4,0,1,8,2,1.333333373,7.378383713
0,0,0,0,0,0,1,0,0,17,10,4,0,1,9,7,6,6.908754779
1,0,0,0,0,0,1,0,0,30,0,0,0,1,3,5,3.333333254,0
0,0,0,0,0,0,1,0,0,14,4,4,0,1,7,4,4,0
1,0,0,0,0,0,1,0,0,30,10,0,0,1,4,5,10,7.755481584
0,0,0,0,0,0,1,0,0,17,7,4,0,1,13,7,1,0
0,0,0,0,0,0,1,0,0,16,10,4,0,1,28,6,2.666666746,7.196187101
0,0,0,0,0,0,1,0,0,17,7,4,0,1,9,7,5.333333492,7.601402335
0,0,0,0,0,0,1,0,0,22,7,0,0,1,9,8,2,7.70671285
1,0,0,0,0,0,1,0,0,14,7,4,0,1,6,6,2,6.478509642
1,0,0,0,0,0,1,0,0,17,4,4,1,1,5,11,1.666666627,7.601402335
1,0,0,0,0,0,1,0,0,21,10,0,0,1,6,10,4.666666508,7.419180698
1,0,0,0,0,0,1,0,0,14,10,0,0,1,14,6,4,7.244941546
1,0,0,0,0,0,1,0,0,15,10,0,0,1,8,7,2.333333254,6.552507887
0,0,0,0,0,0,1,0,0,23,4,0,0,1,10,9,5.333333492,8.517393171
0,0,0,0,0,0,1,0,0,19,12,0,0,1,8,11,3.666666746,0
1,0,0,0,0,0,1,0,0,19,4,0,0,1,15,11,2,9.210440367
0,0,0,0,1,0,0,0,0,22,4,4,1,1,7,12,3.333333254,0
0,0,1,0,0,0,0,0,0,14,4,0,0,0,11,6,2.333333254,0
1,0,0,0,0,1,0,0,0,18,7,4,0,1,8,6,8.666666985,7.467942332
0,1,0,0,0,0,0,0,0,26,7,0,0,1,6,4,4.333333492,6.908754779
0,0,0,0,0,0,0,1,0,15,10,4,0,1,6,7,2,6.552507887
0,0,0,0,0,0,0,0,1,18,4,0,0,1,7,11,3.666666746,0
0,0,0,0,1,0,0,0,0,18,4,0,0,1,5,10,3.333333254,0
1,0,0,0,0,0,0,1,0,17,4,0,0,1,7,10,4.666666508,8.374323128
1,0,0,0,0,0,0,1,0,19,7,0,0,1,7,10,5,7.601402335
1,0,0,0,0,0,1,0,0,22,0,0,1,1,3,10,1.333333373,7.95792733
1,0,0,0,0,0,1,0,0,18,7,0,0,1,6,11,5.333333492,0
1,1,0,0,0,0,0,0,0,19,0,0,0,1,3,5,6.666666508,8.032010329
0,0,0,0,0,0,0,1,0,26,12,0,0,1,7,16,2,7.95792733
1,0,0,0,0,0,0,1,0,29,7,4,0,1,6,6,2,8.112028014
0,0,0,0,1,0,0,0,0,17,4,4,0,1,7,5,3.666666746,0
0,0,0,0,1,0,0,0,0,16,7,4,0,1,11,2,5,7.719129841
0,0,1,0,0,0,0,0,0,18,7,0,0,1,27,8,5.666666508,0
1,0,0,0,0,0,1,0,0,19,10,7,0,1,7,11,1.333333373,6.685860947
1,0,0,0,0,0,0,0,1,16,7,4,0,1,5,9,5.666666508,0
1,0,0,1,0,0,0,0,0,21,7,4,0,1,3,5,4.666666508,5.190573047
1,0,1,0,0,0,0,0,0,28,10,4,0,1,9,2,7.666666508,7.670361905
1,1,0,0,0,0,0,0,0,25,0,0,0,1,6,9,3.666666746,7.824445931
1,0,0,0,0,0,1,0,0,24,10,15,0,1,12,5,5,0
1,0,0,0,1,0,0,0,0,24,4,4,0,1,6,7,5,7.13169851
0,0,0,0,1,0,0,0,0,17,4,7,1,1,7,7,5.333333492,0
0,0,1,0,0,0,0,0,0,28,12,12,0,1,16,10,5,7.265129966
0,0,0,0,1,0,0,0,0,17,4,7,0,1,16,12,4.666666508,0
1,0,1,0,0,0,0,0,0,16,12,4,0,1,10,8,5.666666508,6.646690176
1,0,1,0,0,0,0,0,0,20,0,0,0,1,8,9,7.666666508,6.977681065
1,0,0,0,0,0,1,0,0,23,7,4,0,1,12,6,11,5.264283186
0,0,0,0,0,0,0,1,0,22,4,4,0,1,5,7,2.666666746,8.217358538
1,0,1,0,0,0,0,0,0,19,7,4,0,1,13,11,2,0
1,0,1,0,0,0,0,0,0,25,4,4,0,1,9,10,2.333333254,0
0,0,0,0,0,0,0,0,1,20,4,4,0,1,9,12,1.333333373,0
1,0,0,0,0,0,0,0,1,23,7,4,0,1,18,11,2.666666746,8.74049673
1,0,0,1,0,0,0,0,0,20,7,4,0,1,4,7,6,6.726632978
0,0,0,0,0,0,1,0,0,29,4,0,0,1,9,0,2.333333254,0
0,0,0,0,0,0,1,0,0,15,7,7,0,1,9,7,6,6.908754779
1,0,0,0,0,0,0,0,1,18,4,0,0,1,3,6,9.333333015,7.601402335
